orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,productID,unitPrice_x,quantity,discount,Revenue,companyName,contactName,contactTitle,city,country,productName,quantityPerUnit,unitPrice_y,discontinued,categoryID,categoryName,description,YearMonth,Revenue_Total,CustomerSegment
10252,SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,60,27.2,40,0,1088.0,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,2013-07,24704.4,High Value
10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,31,10.0,20,0,200.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-07,34101.15,High Value
10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,39,14.4,42,0,604.8000000000001,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,34101.15,High Value
10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,49,16.0,40,0,640.0,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Maxilaku,24 - 50 g pkgs.,20.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,34101.15,High Value
10254,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,24,3.6,15,0,54.0,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,12886.3,High Value
10254,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,55,19.2,21,0,403.2,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,2013-07,12886.3,High Value
10254,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,74,8.0,21,0,168.0,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Longlife Tofu,5 kg pkg.,10.0,0,7,Produce,Dried fruit and bean curd,2013-07,12886.3,High Value
10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,2,15.2,20,0,304.0,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Chang,24 - 12 oz bottles,19.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,19447.2,High Value
10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,16,13.9,35,0,486.5,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,19447.2,High Value
10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,36,15.2,25,0,380.0,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Seafood,Seaweed and fish,2013-07,19447.2,High Value
10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,59,44.0,30,0,1320.0,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,2013-07,19447.2,High Value
10256,WELLI,3,2013-07-15,2013-08-12,2013-07-17,2,13.97,53,26.2,15,0,393.0,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,2013-07,6480.7,Medium Value
10256,WELLI,3,2013-07-15,2013-08-12,2013-07-17,2,13.97,77,10.4,12,0,124.80000000000001,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-07,6480.7,Medium Value
10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,27,35.1,25,0,877.5,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Schoggi Schokolade,100 - 100 g pieces,43.9,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,23611.58,High Value
10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,39,14.4,6,0,86.4,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,23611.58,High Value
10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,77,10.4,15,0,156.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-07,23611.58,High Value
10258,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,2,15.2,50,0,760.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Chang,24 - 12 oz bottles,19.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,103115.18,High Value
10258,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,5,17.0,65,0,1105.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Chef Anton's Gumbo Mix,36 boxes,21.35,1,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-07,103115.18,High Value
10258,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,32,25.6,6,0,153.60000000000002,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,4,Dairy Products,Cheeses,2013-07,103115.18,High Value
10259,CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25,21,8.0,10,0,80.0,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,100.8,Low Value
10259,CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25,37,20.8,1,0,20.8,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,Gravad lax,12 - 500 g pkgs.,26.0,0,8,Seafood,Seaweed and fish,2013-07,100.8,Low Value
10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,41,7.7,16,0,123.2,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Seafood,Seaweed and fish,2013-07,13157.5,High Value
10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,57,15.6,50,0,780.0,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-07,13157.5,High Value
10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,62,39.4,15,0,591.0,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,13157.5,High Value
10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,70,12.0,21,0,252.0,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,13157.5,High Value
10261,QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05,21,8.0,20,0,160.0,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,6973.63,Medium Value
10261,QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05,35,14.4,20,0,288.0,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,6973.63,Medium Value
10262,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,5,17.0,12,0,204.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Chef Anton's Gumbo Mix,36 boxes,21.35,1,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-07,50871.3,High Value
10262,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,7,24.0,15,0,360.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,7,Produce,Dried fruit and bean curd,2013-07,50871.3,High Value
10262,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,56,30.4,2,0,60.8,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-07,50871.3,High Value
10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,16,13.9,60,0,834.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",2013-07,103115.18,High Value
10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,24,3.6,28,0,100.8,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,103115.18,High Value
10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,30,20.7,60,0,1242.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,Seafood,Seaweed and fish,2013-07,103115.18,High Value
10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,74,8.0,36,0,288.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Longlife Tofu,5 kg pkg.,10.0,0,7,Produce,Dried fruit and bean curd,2013-07,103115.18,High Value
10264,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67,2,15.2,35,0,532.0,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Chang,24 - 12 oz bottles,19.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,32555.55,High Value
10264,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67,41,7.7,25,0,192.5,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Seafood,Seaweed and fish,2013-07,32555.55,High Value
10265,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28,17,31.2,30,0,936.0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Alice Mutton,20 - 1 kg tins,39.0,1,6,Meat & Poultry,Prepared meats,2013-07,19088.0,High Value
10265,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28,70,12.0,20,0,240.0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,19088.0,High Value
10266,WARTH,3,2013-07-26,2013-09-06,2013-07-31,3,25.73,12,30.4,12,0,364.79999999999995,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Queso Manchego La Pastora,10 - 500 g pkgs.,38.0,0,4,Dairy Products,Cheeses,2013-07,16617.1,High Value
10267,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,40,14.7,50,0,735.0,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Seafood,Seaweed and fish,2013-07,28722.71,High Value
10267,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,59,44.0,70,0,3080.0,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,2013-07,28722.71,High Value
10267,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,76,14.4,15,0,216.0,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-07,28722.71,High Value
10268,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29,29,99.0,10,0,990.0,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,2013-07,1488.7,Low Value
10268,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29,72,27.8,4,0,111.2,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-07,1488.7,Low Value
10269,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56,33,2.0,60,0,120.0,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,2013-07,29073.45,High Value
10269,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56,72,27.8,20,0,556.0,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-07,29073.45,High Value
10270,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54,36,15.2,30,0,456.0,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Seafood,Seaweed and fish,2013-08,16617.1,High Value
10270,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54,43,36.8,25,0,919.9999999999999,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Ipoh Coffee,16 - 500 g tins,46.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,16617.1,High Value
10271,SPLIR,6,2013-08-01,2013-08-29,2013-08-30,2,4.54,33,2.0,24,0,48.0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,2013-08,12489.7,High Value
10272,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,20,64.8,6,0,388.79999999999995,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-08,50871.3,High Value
10272,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,31,10.0,40,0,400.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-08,50871.3,High Value
10272,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,72,27.8,24,0,667.2,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-08,50871.3,High Value
10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,10,24.8,24,0,595.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Ikura,12 - 200 ml jars,31.0,0,8,Seafood,Seaweed and fish,2013-08,117483.39,High Value
10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,31,10.0,15,0,150.0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-08,117483.39,High Value
10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,33,2.0,20,0,40.0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,2013-08,117483.39,High Value
10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,40,14.7,60,0,882.0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Seafood,Seaweed and fish,2013-08,117483.39,High Value
10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,76,14.4,33,0,475.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,117483.39,High Value
10274,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01,71,17.2,20,0,344.0,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,2013-08,1480.0,Low Value
10274,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01,72,27.8,7,0,194.6,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-08,1480.0,Low Value
10275,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93,24,3.6,12,0,43.2,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,7603.85,Medium Value
10275,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93,59,44.0,6,0,264.0,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,2013-08,7603.85,Medium Value
10276,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84,10,24.8,15,0,372.0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Ikura,12 - 200 ml jars,31.0,0,8,Seafood,Seaweed and fish,2013-08,10812.15,High Value
10276,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84,13,4.8,10,0,48.0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Konbu,2 kg box,6.0,0,8,Seafood,Seaweed and fish,2013-08,10812.15,High Value
10277,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77,28,36.4,20,0,728.0,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,Produce,Dried fruit and bean curd,2013-08,5042.2,Medium Value
10277,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77,62,39.4,12,0,472.79999999999995,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",2013-08,5042.2,Medium Value
10278,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69,44,15.5,16,0,248.0,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Gula Malacca,20 - 2 kg bags,19.45,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-08,26968.149999999998,High Value
10278,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69,59,44.0,15,0,660.0,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,2013-08,26968.149999999998,High Value
10278,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69,63,35.1,8,0,280.8,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Vegie-spread,15 - 625 g jars,43.9,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-08,26968.149999999998,High Value
10278,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69,73,12.0,25,0,300.0,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Röd Kaviar,24 - 150 g jars,15.0,0,8,Seafood,Seaweed and fish,2013-08,26968.149999999998,High Value
10279,LEHMS,8,2013-08-13,2013-09-10,2013-08-16,2,25.83,17,31.2,15,0,468.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Alice Mutton,20 - 1 kg tins,39.0,1,6,Meat & Poultry,Prepared meats,2013-08,19408.52,High Value
10280,BERGS,2,2013-08-14,2013-09-11,2013-09-12,1,8.98,24,3.6,12,0,43.2,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,26968.149999999998,High Value
10280,BERGS,2,2013-08-14,2013-09-11,2013-09-12,1,8.98,55,19.2,20,0,384.0,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,2013-08,26968.149999999998,High Value
10280,BERGS,2,2013-08-14,2013-09-11,2013-09-12,1,8.98,75,6.2,30,0,186.0,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,26968.149999999998,High Value
10281,ROMEY,4,2013-08-14,2013-08-28,2013-08-21,1,2.94,19,7.3,1,0,7.3,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",2013-08,1467.29,Low Value
10281,ROMEY,4,2013-08-14,2013-08-28,2013-08-21,1,2.94,24,3.6,6,0,21.6,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,1467.29,Low Value
10281,ROMEY,4,2013-08-14,2013-08-28,2013-08-21,1,2.94,35,14.4,4,0,57.6,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-08,1467.29,Low Value
10282,ROMEY,4,2013-08-15,2013-09-12,2013-08-21,1,12.69,30,20.7,6,0,124.19999999999999,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,Seafood,Seaweed and fish,2013-08,1467.29,Low Value
